id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
40684018,Home in Torquay · ★4.87 · 3 bedrooms · 5 beds · 2 baths,51678707,Ocean Edge Holiday Rentals: Rebecca,,Surf Coast,-38.32736,144.31957,Entire home/apt,281,2,77,2023-06-15,1.80,127,271,20,
40708264,Condo in Portland · ★4.95 · 2 bedrooms · 3 beds · 2 baths,315971751,Dion,,Glenelg,-38.34681,141.60437,Entire home/apt,220,2,43,2023-05-29,1.01,1,88,17,
40715625,Home in Portland · ★4.88 · 2 bedrooms · 2 beds · 1 bath,170559923,Tammy,,Glenelg,-38.32888,141.60439,Entire home/apt,158,1,138,2023-06-11,3.24,1,34,33,
40732311,Rental unit in Lorne · ★4.67 · 2 bedrooms · 3 beds · 1 private bath,84586909,Great Ocean Road Holidays,,Surf Coast,-38.5401,143.97501,Private room,542,2,12,2023-01-01,0.28,624,335,2,
40733460,Rental unit in Lorne · ★4.0 · 2 bedrooms · 3 beds · 1 bath,84586909,Great Ocean Road Holidays,,Surf Coast,-38.5401,143.97501,Entire home/apt,554,2,5,2023-02-21,0.12,624,342,1,
40734067,Rental unit in Lorne · ★4.74 · 3 bedrooms · 4 beds · 1 bath,84586909,Great Ocean Road Holidays,,Surf Coast,-38.5401,143.97501,Entire home/apt,583,2,19,2023-03-26,0.46,624,323,1,
40734091,Rental unit in Lorne · ★4.81 · 3 bedrooms · 4 beds · 1 bath,84586909,Great Ocean Road Holidays,,Surf Coast,-38.5401,143.97501,Entire home/apt,701,2,36,2023-03-19,0.85,624,321,4,
40734566,Villa in Newtown · ★4.60 · 2 bedrooms · 2 beds · 1 bath,113930917,Matthew,,Greater Geelong,-38.15359,144.3494,Entire home/apt,161,2,20,2023-05-31,0.47,33,92,1,
40736908,Townhouse in Lorne · ★4.59 · 2 bedrooms · 2 beds · 1 bath,84586909,Great Ocean Road Holidays,,Surf Coast,-38.53184,143.97751,Entire home/apt,318,2,27,2023-03-05,0.65,624,305,6,
40759445,Townhouse in Torquay · ★4.33 · 4 bedrooms · 5 beds · 3.5 baths,225791131,Nick,,Surf Coast,-38.30912,144.35213,Entire home/apt,400,2,6,2023-01-28,0.14,7,329,1,
40762048,Home in Port Fairy · ★5.0 · 4 bedrooms · 5 beds · 2 baths,68601670,Langleys Accommodation,,Moyne,-38.371456,142.247925,Entire home/apt,478,2,3,2022-12-23,0.09,113,180,2,
40763021,Home in Torquay · ★4.94 · 4 bedrooms · 6 beds · 2 baths,628016,Mathew,,Surf Coast,-38.30795,144.32492,Entire home/apt,271,2,49,2023-01-01,1.15,1,42,9,
40765029,Townhouse in Apollo Bay · ★4.89 · 2 bedrooms · 6 beds · 1 bath,107105906,Noel,,Colac Otway,-38.75265,143.66774,Entire home/apt,200,2,44,2023-05-20,1.04,2,66,9,
40766866,Home in Geelong West · ★4.83 · 3 bedrooms · 3 beds · 2 baths,14880532,Emma,,Greater Geelong,-38.13472,144.3482,Entire home/apt,116,1,233,2023-06-24,5.48,1,164,81,
