id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
43047334,Serviced apartment in Lennox Head · ★4.73 · 2 bedrooms · 3 beds · 2 baths,62483154,Leah And Jeremy,,BALLINA SHIRE COUNCIL,-28.79781,153.5917,Entire home/apt,525,1,26,2023-02-25,0.67,25,0,2,Exempt
43047945,Cabin in Smiths Creek · ★4.95 · 2 bedrooms · 2 beds · 1 bath,61702814,Jason,,TWEED SHIRE COUNCIL,-28.43695,153.3769,Entire home/apt,250,2,38,2023-05-20,1.03,1,208,15,PID-STRA-32091
43055168,Home in Tweed Heads · ★4.92 · 3 bedrooms · 4 beds · 2.5 baths,25370979,Emily,,TWEED SHIRE COUNCIL,-28.17421,153.54379,Entire home/apt,242,3,99,2023-06-16,2.79,3,61,59,PID-STRA-17558
43080066,Serviced apartment in Lennox Head · ★4.75 · 1 bedroom · 1 bed · 1 bath,62483154,Leah And Jeremy,,BALLINA SHIRE COUNCIL,-28.79742,153.59149,Entire home/apt,389,1,4,2021-03-22,0.11,25,0,0,Exempt
43080372,Villa in Byron Bay · ★4.64 · 1 bedroom · 2 beds · 1 bath,130528674,Ranger Property,,BYRON SHIRE COUNCIL,-28.64118,153.6141,Entire home/apt,184,1,218,2023-05-28,5.59,10,224,78,PID-STRA-32513
43088605,Rental unit in East Ballina · 2 bedrooms · 3 beds · 2 baths,258882045,David,,BALLINA SHIRE COUNCIL,-28.86452,153.58942,Entire home/apt,329,3,2,2020-06-28,0.05,9,365,0,Exempt
43088984,Rental unit in East Ballina · ★5.0 · 2 bedrooms · 2 baths,258882045,David,,BALLINA SHIRE COUNCIL,-28.86545,153.59095,Entire home/apt,350,3,4,2023-01-10,0.13,9,365,1,Exempt
43096662,Rental unit in East Ballina · 2 bedrooms · 2 beds · 2 baths,258882045,David,,BALLINA SHIRE COUNCIL,-28.86461,153.59152,Entire home/apt,425,3,2,2021-12-06,0.05,9,344,0,Exempt
43106789,Boutique hotel in Brunswick Heads · ★4.72 · 1 bedroom · 1 bed · 1 private bath,257910214,Ryan,,BYRON SHIRE COUNCIL,-28.54434,153.54777,Private room,167,1,235,2023-06-13,6.39,6,297,74,Exempt
43117726,Rental unit in Kingscliff · ★4.84 · 2 bedrooms · 2 beds · 2 baths,330079160,Ben,,TWEED SHIRE COUNCIL,-28.278406143188477,153.57835388183594,Entire home/apt,314,2,88,2023-05-28,2.41,3,210,25,Exempt
43121292,Home in Brunswick Heads · ★4.87 · 3 bedrooms · 3 beds · 1 bath,257910214,Ryan,,BYRON SHIRE COUNCIL,-28.54438,153.54635,Entire home/apt,463,1,106,2023-06-14,3.57,6,241,50,Exempt
43141763,Rental unit in East Ballina · 2 bedrooms · 2 beds · 2 baths,258882045,David,,BALLINA SHIRE COUNCIL,-28.86422,153.59001,Entire home/apt,314,3,0,,,9,365,0,Exempt
43172663,Rental unit in Kingscliff · ★4.95 · 1 bedroom · 2 beds · 1 bath,31315468,Deborah,,TWEED SHIRE COUNCIL,-28.27687,153.57743,Entire home/apt,149,3,75,2023-06-01,2.14,5,310,25,Exempt
43190897,Rental unit in Angourie · ★4.96 · 2 bedrooms · 3 beds · 2 baths,3445130,Bella,,CLARENCE VALLEY COUNCIL,-29.4807,153.35986,Entire home/apt,235,2,105,2023-06-11,3.55,4,260,46,PID-STRA-10242-3
43197875,Home in Byron Bay · ★5.0 · 5 bedrooms · 8 beds · 3.5 baths,42432209,Steve,,BYRON SHIRE COUNCIL,-28.63573,153.60057,Entire home/apt,873,3,21,2022-04-14,0.57,2,286,0,PID-STRA-29650
43208867,Cottage in Suffolk Park · ★4.77 · 2 bedrooms · 3 beds · 1 bath,168989378,Tallow Beach Houses,,BYRON SHIRE COUNCIL,-28.67878,153.61551,Entire home/apt,208,4,31,2023-06-12,0.89,9,67,18,Exempt
43224640,Rental unit in Brunswick Heads · ★4.97 · 2 bedrooms · 2 beds · 1 bath,16797657,Sally,,BYRON SHIRE COUNCIL,-28.54149,153.55032,Entire home/apt,314,2,119,2023-06-09,3.26,1,297,48,PID-STRA-29198
43239583,Cottage in Byron Bay · ★4.86 · 1 bedroom · 1 bed · 1 bath,42432209,Steve,,BYRON SHIRE COUNCIL,-28.63593,153.60113,Entire home/apt,250,3,93,2023-05-27,2.53,2,252,29,PID-STRA-29650
43249589,Home in Byron Bay · ★4.86 · 3 bedrooms · 4 beds · 3.5 baths,1649158,A Perfect Stay,,BYRON SHIRE COUNCIL,-28.6419,153.60662,Entire home/apt,913,3,21,2023-05-10,0.59,151,236,5,PID-STRA-32254
43258613,Rental unit in Yamba · ★4.64 · 2 bedrooms · 2 beds · 1 bath,110897201,Elders,,CLARENCE VALLEY COUNCIL,-29.43564,153.36191,Entire home/apt,245,1,11,2023-04-14,0.30,136,292,2,PID-STRA-16245
43260995,Cottage in Suffolk Park · ★4.71 · 2 bedrooms · 3 beds · 1 bath,168989378,Tallow Beach Houses,,BYRON SHIRE COUNCIL,-28.67742,153.61564,Entire home/apt,201,3,45,2023-04-28,1.24,9,110,27,Exempt
43286848,Serviced apartment in Lennox Head · ★4.82 · 2 bedrooms · 3 beds · 2 baths,62483154,Leah And Jeremy,,BALLINA SHIRE COUNCIL,-28.79671,153.59271,Entire home/apt,199,1,11,2023-02-19,0.31,25,0,1,Exempt
